initstates.csv
181440 puzzles
puzzle,d,count
285341076,18,2
285341706,17,2
285341760,18,2
285346017,20,2
285346107,19,2
285346170,18,2
285347061,24,4
285347601,23,4
285347610,22,3
285360147,21,3
285360471,25,6
285360714,19,2
285361047,26,3
285361407,25,3
285361470,26,9
285364071,22,6
285364701,21,6
285364710,20,2
285367014,24,7
285367104,23,7
285367140,22,3
285370164,21,3
285370416,23,3
285370641,23,1
285371064,24,3
285371604,25,6
285371640,24,1
285374016,20,3
285374106,19,3
285374160,20,3
285376041,24,3
285376401,25,12
285376410,24,3
285401376,20,2
285401637,26,6
285401763,20,2
285403167,22,1
285403671,24,3
285403716,18,1
285406173,20,3
285406317,22,2
285406731,20,1
285407136,24,10
285407361,24,4
285407613,24,3
285410376,21,2
285410637,25,1
285410763,21,3
285413076,20,1
285413706,19,1
285413760,20,1
285416037,24,8
285416307,23,4
285416370,22,2
285417063,24,2
285417603,25,5
285417630,26,6
285430167,23,5
285430671,25,5
285430716,19,1
285431067,24,3
285431607,25,3
285431670,26,8
285436071,22,2
285436701,21,2
285436710,20,1
285437016,22,3
285437106,23,3
285437160,24,8
285460173,21,4
285460317,23,2
285460731,21,1
285461073,22,2
285461703,21,2
285461730,22,3
285463017,24,6
285463107,23,5
285463170,22,4
285467031,26,7
285467301,25,6
285467310,24,2
285470136,23,4
285470361,23,4
285470613,25,6
285471036,20,2
285471306,21,4
285471360,22,4
285473061,22,2
285473601,23,2
285473610,24,2
285476013,22,3
285476103,21,3
285476130,22,3
285601347,26,8
285601473,24,4
285601734,22,2
285603174,20,4
285603417,24,5
285603741,24,9
285604137,20,3
285604371,24,12
285604713,26,11
285607143,22,4
285607314,26,13
285607431,24,1
285610347,27,20
285610473,23,1
285610734,23,2
285613047,22,2
285613407,23,2
285613470,24,3
285614073,24,1
285614703,25,3
285614730,24,2
285617034,24,3
285617304,25,3
285617340,26,3
285630174,21,5
285630417,23,2
285630741,23,1
285631074,24,4
285631704,23,2
285631740,24,3
285634017,22,4
285634107,21,3
285634170,22,8
285637041,22,1
285637401,23,1
285637410,24,3
285640137,19,3
285640371,23,3
285640713,27,27
285641037,26,5
285641307,25,3
285641370,24,3
285643071,24,1
285643701,25,10
285643710,26,10
285647013,22,3
285647103,21,3
285647130,20,3
285670143,21,1
285670314,25,3
285670431,25,2
285671043,22,1
285671403,23,1
285671430,24,1
285673014,22,6
285673104,21,4
285673140,22,5
285674031,22,3
285674301,23,3
285674310,24,3
285701364,22,3
285701436,18,2
285701643,20,1
285703146,20,2
285703461,20,2
285703614,20,2
285704163,22,3
285704316,20,5
285704631,20,3
285706134,20,2
285706341,22,3
285706413,22,8
285710364,21,3
285710436,19,2
285710643,19,1
285713064,18,1
285713604,19,1
285713640,20,2
285714036,18,3
285714306,19,3
285714360,20,3
285716043,20,5
285716403,21,7
285716430,20,2
285730146,21,4
285730461,19,2
285730614,21,3
285731046,16,2
285731406,17,2
285731460,18,2
285734061,20,2
285734601,21,5
285734610,22,8
285736014,18,2
285736104,19,2
285736140,20,2
285740163,21,1
285740316,19,2
285740631,19,3
285741063,20,2
285741603,21,6
285741630,20,3
285743016,18,1
285743106,19,1
285743160,20,1
285746031,20,1
285746301,21,3
285746310,20,2
285760134,21,2
285760341,23,3
285760413,21,1
285761034,22,2
285761304,23,5
285761340,24,8
285763041,22,2
285763401,21,2
285763410,22,3
285764013,24,5
285764103,23,5
285764130,22,2
286013457,23,3
286013574,19,1
286013745,19,4
286014375,21,9
286014537,23,2
286014753,17,2
286015347,25,13
286015473,23,2
286015734,21,7
286017354,25,8
286017435,27,16
286017543,23,8
286031475,21,1
286031547,25,11
286031754,15,3
286034157,21,2
286034571,23,2
286034715,17,2
286035174,19,2
286035417,21,1
286035741,19,2
286037145,23,2
286037451,25,3
286037514,21,2
286041357,25,2
286041573,21,1
286041735,19,1
286043175,15,1
286043517,23,3
286043751,19,2
286045137,21,3
286045371,23,7
286045713,23,2
286047153,21,2
286047315,25,2
286047531,27,11
286051374,19,3
286051437,25,1
286051743,17,1
286053147,19,1
286053471,23,2
286053714,19,1
286054173,19,2
286054317,25,15
286054731,21,1
286057134,25,9
286057341,25,6
286057413,23,1
286071345,23,1
286071453,21,1
286071534,19,3
286073154,17,2
286073415,19,1
286073541,21,4
286074135,21,3
286074351,25,5
286074513,21,3
286075143,21,1
286075314,23,2
286075431,23,3
286103457,22,3
286103574,18,1
286103745,18,4
286104375,20,1
286104537,22,2
286104753,16,2
286105347,24,9
286105473,22,2
286105734,20,7
286107354,24,2
286107435,26,16
286107543,22,8
286130457,23,4
286130574,19,2
286130745,19,4
286134057,22,4
286134507,21,2
286134570,20,2
286135074,20,2
286135704,21,13
286135740,20,4
286137045,24,2
286137405,25,6
286137450,24,4
286140375,21,2
286140537,23,2
286140753,15,1
286143075,16,1
286143705,17,2
286143750,16,1
286145037,22,3
286145307,23,5
286145370,22,2
286147053,22,2
286147503,23,10
286147530,24,12
286150347,25,11
286150473,21,1
286150734,19,5
286153047,20,1
286153407,21,1
286153470,22,2
286154073,18,2
286154703,17,2
286154730,18,2
286157034,26,11
286157304,25,2
286157340,26,13
286170354,23,1
286170435,25,6
286170543,21,5
286173054,18,2
286173504,19,3
286173540,20,3
286174035,22,4
286174305,21,1
286174350,22,1
286175043,22,1
286175403,23,3
286175430,24,3
286301475,22,1
286301547,26,13
286301754,16,3
286304157,22,4
286304571,24,2
286304715,18,2
286305174,20,2
286305417,22,1
286305741,20,5
286307145,24,6
286307451,26,6
286307514,22,2
286310475,23,1
286310547,25,2
286310754,17,3
286314075,20,5
286314705,19,5
286314750,18,3
286315047,24,1
286315407,23,1
286315470,24,2
286317054,24,2
286317504,23,2
286317540,24,2
286340157,21,2
286340571,25,2
286340715,19,2
286341057,26,2
286341507,27,17
286341570,26,2
286345071,22,7
286345701,21,7
286345710,20,2
286347015,24,2
286347105,23,2
286347150,22,2
286350174,21,5
286350417,23,2
286350741,19,3
286351074,18,3
286351704,17,3
286351740,18,3
286354017,24,9
286354107,23,9
286354170,22,5
286357041,26,8
286357401,25,2
286357410,24,2
286370145,23,2
286370451,25,1
286370514,23,2
286371045,24,2
286371405,23,1
286371450,24,1
286374051,26,9
286374501,25,4
286374510,24,2
286375014,22,2
286375104,21,2
286375140,22,2
286401357,26,2
286401573,22,1
286401735,20,1
286403175,16,1
286403517,24,4
286403751,20,2
286405137,20,1
286405371,24,7
286405713,24,6
286407153,20,1
286407315,26,6
286407531,26,2
286410357,27,2
286410573,23,1
286410735,21,1
286413057,24,3
286413507,25,8
286413570,24,1
286415073,24,3
286415703,23,1
286415730,22,1
286417035,28,22
286417305,27,6
286417350,28,8
286430175,17,1
286430517,25,5
286430751,21,3
286431075,22,2
286431705,21,1
286431750,22,4
286435017,20,1
286435107,19,1
286435170,18,1
286437051,26,3
286437501,27,10
286437510,26,5
286450137,21,2
286450371,25,7
286450713,23,2
286451037,26,1
286451307,27,10
286451370,26,7
286453071,22,2
286453701,21,2
286453710,22,2
286457013,22,1
286457103,21,1
286457130,22,3
286470153,19,1
286470315,25,2
286470531,25,2
286471053,22,1
286471503,23,2
286471530,24,2
286473015,18,1
286473105,17,1
286473150,18,1
286475031,24,3
286475301,25,10
286475310,26,12
286501374,20,3
286501437,26,1
286501743,18,1
286503147,20,2
286503471,24,7
286503714,20,1
286504173,20,3
286504317,24,5
286504731,22,2
286507134,24,7
286507341,24,6
286507413,24,1
286510374,21,3
286510437,27,13
286510743,19,1
286513074,20,1
286513704,21,3
286513740,20,1
286514037,24,5
286514307,23,3
286514370,22,3
286517043,24,8
286517403,25,9
286517430,26,9
286530147,21,2
286530471,25,8
286530714,21,1
286531047,26,11
286531407,27,20
286531470,26,8
286534071,24,5
286534701,23,3
286534710,22,1
286537014,22,2
286537104,23,4
286537140,22,2
286540173,19,1
286540317,23,2
286540731,21,1
286541073,20,1
286541703,19,1
286541730,20,1
286543017,22,3
286543107,21,3
286543170,20,1
286547031,26,8
286547301,25,8
286547310,24,2
286570134,23,3
286570341,23,6
286570413,25,5
286571034,20,3
286571304,21,6
286571340,22,6
286573041,22,4
286573401,23,4
286573410,24,4
286574013,22,6
286574103,21,3
286574130,22,3
286701345,22,1
286701453,20,1
286701534,18,3
286703154,16,1
286703415,20,1
286703541,20,4
286704135,20,3
286704351,24,4
286704513,20,3
286705143,20,1
286705314,24,12
286705431,22,3
286710345,23,1
286710453,21,1
286710534,19,3
286713045,20,4
286713405,21,5
286713450,22,6
286714053,18,2
286714503,19,2
286714530,20,5
286715034,22,7
286715304,23,7
286715340,24,8
286730154,17,1
286730415,21,1
286730541,19,3
286731054,16,3
286731504,17,3
286731540,18,3
286734015,18,2
286734105,19,3
286734150,18,1
286735041,20,2
286735401,21,2
286735410,22,3
286740135,21,3
286740351,23,3
286740513,19,1
286741035,20,1
286741305,21,1
286741350,22,1
286743051,20,2
286743501,21,7
286743510,20,1
286745013,22,1
286745103,21,1
286745130,22,4
286750143,19,1
286750314,23,3
286750431,21,1
286751043,18,1
286751403,19,1
286751430,20,1
286753014,18,1
286753104,17,1
286753140,18,1
286754031,22,1
286754301,23,1
286754310,24,4
287013465,19,3
287013546,19,2
287013654,15,2
287014356,25,1
287014563,23,2
287014635,19,3
287015364,25,1
287015436,23,4
287015643,19,2
287016345,29,15
287016453,23,3
287016534,23,3
287031456,25,2
287031564,23,8
287031645,21,1
287034165,19,3
287034516,23,4
287034651,23,5
287035146,23,4
287035461,23,1
287035614,23,1
287036154,21,3
287036415,25,1
287036541,25,3
287041365,25,7
287041536,27,8
287041653,21,1
287043156,21,2
287043561,25,9
287043615,17,1
287045163,21,2
287045316,25,5
287045631,23,3
287046135,25,2
287046351,29,15
287046513,25,5
287051346,27,3
287051463,23,1
287051634,25,3
287053164,17,2
287053416,21,3
287053641,21,3
287054136,23,4
287054361,25,1
287054613,23,2
287056143,23,6
287056314,25,3
287056431,27,17
287061354,25,3
287061435,25,3
287061543,21,2
287063145,21,4
287063451,25,15
287063514,19,3
287064153,21,2
287064315,23,6
287064531,23,4
287065134,25,4
287065341,27,7
287065413,23,2
287103465,18,3
287103546,18,2
287103654,14,2
287104356,24,1
287104563,22,2
287104635,18,3
287105364,24,1
287105436,22,4
287105643,18,2
287106345,28,14
287106453,22,3
287106534,22,3
287130465,19,4
287130546,19,3
287130654,15,3
287134065,18,3
287134605,17,3
287134650,16,3
287135046,22,4
287135406,21,4
287135460,20,4
287136054,22,6
287136504,21,3
287136540,20,3
287140356,25,2
287140563,21,2
287140635,19,3
287143056,20,2
287143506,19,2
287143560,20,2
287145063,20,2
287145603,19,2
287145630,20,5
287146035,26,2
287146305,27,4
287146350,26,2
287150364,23,1
287150436,23,4
287150643,17,2
287153064,16,2
287153604,15,2
287153640,16,2
287154036,24,4
287154306,25,6
287154360,24,1
287156043,24,9
287156403,23,3
287156430,24,7
287160345,27,4
287160453,21,3
287160534,23,4
287163045,20,3
287163405,19,3
287163450,20,3
287164053,22,2
287164503,23,4
287164530,24,8
287165034,26,5
287165304,25,1
287165340,26,1
287301456,26,2
287301564,24,8
287301645,22,1
287304165,20,3
287304516,24,4
287304651,22,1
287305146,24,9
287305461,24,1
287305614,24,1
287306154,22,3
287306415,26,1
287306541,26,4
287310456,27,2
287310564,25,8
287310645,23,1
287314056,26,5
287314506,25,4
287314560,26,12
287315064,26,3
287315604,25,2
287315640,24,1
287316045,28,1
287316405,27,1
287316450,28,3
287340165,21,5
287340516,25,4
287340651,23,1
287341065,24,1
287341605,23,1
287341650,24,2
287345016,24,5
287345106,23,5
287345160,22,5
287346051,28,8
287346501,27,8
287346510,26,4
287350146,25,15
287350461,25,1
287350614,25,3
287351046,28,6
287351406,27,3
287351460,26,1
287354061,24,1
287354601,23,1
287354610,24,1
287356014,24,3
287356104,23,3
287356140,24,3
287360154,23,7
287360415,27,3
287360541,27,13
287361054,26,11
287361504,25,8
287361540,26,8
287364015,22,3
287364105,21,3
287364150,22,3
287365041,26,1
287365401,25,1
287365410,26,1
287401365,26,13
287401536,26,1
287401653,20,1
287403156,22,4
287403561,26,9
287403615,18,1
287405163,22,3
287405316,26,10
287405631,22,1
287406135,26,13
287406351,30,82
287406513,26,15
287410365,25,1
287410536,25,1
287410653,21,3
287413065,20,4
287413605,19,1
287413650,20,1
287415036,24,4
287415306,25,4
287415360,26,5
287416053,24,3
287416503,25,3
287416530,26,4
287430156,23,5
287430561,27,9
287430615,19,1
287431056,26,2
287431506,27,3
287431560,28,12
287435061,22,1
287435601,21,1
287435610,20,1
287436015,26,6
287436105,25,5
287436150,24,5
287450163,21,1
287450316,27,11
287450631,23,2
287451063,22,1
287451603,21,1
287451630,22,1
287453016,22,3
287453106,23,8
287453160,22,1
287456031,28,17
287456301,29,28
287456310,28,11
287460135,25,5
287460351,29,31
287460513,25,2
287461035,26,3
287461305,27,16
287461350,28,16
287463051,26,15
287463501,27,26
287463510,26,2
287465013,24,5
287465103,23,3
287465130,24,3
287501346,28,6
287501463,24,6
287501634,26,17
287503164,18,3
287503416,22,6
287503641,22,3
287504136,22,4
287504361,26,5
287504613,24,4
287506143,22,5
287506314,26,6
287506431,26,11
287510346,27,3
287510463,23,2
287510634,27,26
287513046,20,2
287513406,21,2
287513460,22,2
287514063,24,2
287514603,25,6
287514630,26,6
287516034,24,3
287516304,25,3
287516340,26,3
287530164,19,4
287530416,23,7
287530641,23,3
287531064,24,8
287531604,25,11
287531640,24,3
287534016,22,4
287534106,21,4
287534160,20,4
287536041,26,10
287536401,25,7
287536410,24,7
287540136,23,5
287540361,27,12
287540613,23,2
287541036,28,8
287541306,29,26
287541360,28,12
287543061,24,3
287543601,23,3
287543610,24,5
287546013,24,5
287546103,23,5
287546130,24,10
287560143,21,4
287560314,27,13
287560431,25,3
287561043,22,2
287561403,23,2
287561430,24,2
287563014,20,6
287563104,19,3
287563140,20,3
287564031,24,4
287564301,25,4
287564310,26,4
287601354,24,3
287601435,24,3
287601543,20,2
287603145,20,1
287603451,24,8
287603514,18,3
287604153,20,2
287604315,22,3
287604531,22,4
287605134,24,4
287605341,26,6
287605413,22,2
287610354,23,3
287610435,23,2
287610543,19,2
287613054,16,2
287613504,17,2
287613540,18,2
287614035,20,3
287614305,21,3
287614350,22,3
287615043,20,2
287615403,21,2
287615430,22,2
287630145,21,1
287630451,25,12
287630514,19,4
287631045,22,1
287631405,23,1
287631450,24,1
287634051,22,4
287634501,21,4
287634510,20,4
287635014,24,2
287635104,23,1
287635140,22,1
287640153,19,2
287640315,23,3
287640531,23,7
287641053,22,3
287641503,21,2
287641530,22,2
287643015,18,1
287643105,19,1
287643150,20,3
287645031,24,3
287645301,25,6
287645310,24,3
287650134,23,3
287650341,27,9
287650413,23,2
287651034,26,6
287651304,25,3
287651340,26,3
287653041,22,3
287653401,23,3
287653410,24,5
287654013,22,2
287654103,21,2
287654130,22,2
301245687,21,1
301245768,19,1
301245876,17,1
301246578,23,2
301246785,19,1
301246857,21,1
301247586,23,1
301247658,19,1
301247865,21,2
301248567,25,4
301248675,21,2
301248756,21,1
301254678,19,1
301254786,15,1
301254867,17,1
301256487,23,1
301256748,19,1
301256874,19,1
301257468,23,1
301257684,23,2
301257846,23,4
301258476,23,1
301258647,21,1
301258764,19,1
301264587,23,1
301264758,15,1
301264875,15,1
301265478,23,2
301265784,19,1
301265847,19,1
301267485,25,5
301267548,23,3
301267854,21,4
301268457,25,1
301268574,21,2
301268745,21,1
301274568,23,1
301274685,17,1
301274856,17,1
301275486,21,2
301275648,21,2
301275864,19,1
301276458,25,4
301276584,21,1
301276845,21,1
301278465,21,2
301278546,21,2
301278654,17,1
301284576,21,1
301284657,19,1
301284765,13,1
301285467,23,3
301285674,23,4
301285746,17,1
301286475,21,1
301286547,23,2
301286754,17,1
301287456,25,2
301287564,23,1
301287645,21,1
301425678,27,15
301425786,23,11
301425867,25,11
301426587,23,1
301426758,23,1
301426875,21,3
301427568,27,1
301427685,23,3
301427856,25,1
301428576,27,4
301428657,27,4
301428765,19,2
301452687,21,2
301452768,21,2
301452876,17,1
301456278,23,2
301456782,25,3
301456827,23,5
301457286,23,2
301457628,27,16
301457862,23,2
301458267,27,14
301458672,27,7
301458726,23,6
301462578,25,1
301462785,21,1
301462857,21,2
301465287,23,9
301465728,25,5
301465872,21,1
301467258,27,10
301467582,25,2
301467825,25,2
301468275,21,1
301468527,27,4
301468752,21,1
301472586,21,1
301472658,23,1
301472865,19,1
301475268,23,3
301475682,25,8
301475826,21,1
301476285,23,1
301476528,25,1
301476852,23,2
301478256,27,7
301478562,27,14
301478625,23,6
301482567,25,4
301482675,21,1
301482756,21,2
301485276,19,2
301485627,23,4
301485762,21,3
301486257,23,3
301486572,23,1
301486725,21,1
301487265,23,3
301487526,27,1
301487652,25,8
301524687,23,3
301524768,23,5
301524876,19,2
301526478,27,2
301526784,27,27
301526847,23,1
301527486,27,7
301527648,27,7
301527864,23,2
301528467,27,1
301528674,25,1
301528746,23,3
301542678,25,2
301542786,21,1
301542867,23,1
301546287,25,10
301546728,27,10
301546872,23,4
301547268,23,1
301547682,27,17
301547826,25,2
301548276,25,8
301548627,27,1
301548762,23,3
301562487,23,3
301562748,25,5
301562874,21,4
301564278,21,4
301564782,25,8
301564827,21,1
301567284,25,7
301567428,27,2
301567842,25,7
301568247,25,2
301568472,27,10
301568724,25,2
301572468,23,1
301572684,23,4
301572846,23,2
301574286,21,1
301574628,21,1
301574862,21,1
301576248,23,1
301576482,27,17
301576824,25,6
301578264,23,2
301578426,27,16
301578642,23,2
301582476,19,1
301582647,23,1
301582764,21,2
301584267,25,12
301584672,21,1
301584726,17,1
301586274,21,1
301586427,23,1
301586742,21,3
301587246,27,17
301587462,23,1
301587624,25,2
301624578,23,2
301624785,23,3
301624857,21,1
301625487,21,1
301625748,25,4
301625874,23,5
301627458,27,2
301627584,23,1
301627845,27,27
301628475,23,1
301628547,23,1
301628754,21,3
301642587,23,2
301642758,21,1
301642875,17,1
301645278,23,2
301645782,23,2
301645827,21,4
301647285,21,3
301647528,23,1
301647852,21,1
301648257,23,1
301648572,23,3
301648725,21,1
301652478,25,4
301652784,21,1
301652847,21,1
301654287,21,5
301654728,23,1
301654872,23,8
301657248,27,17
301657482,23,1
301657824,25,6
301658274,23,2
301658427,25,1
301658742,23,1
301672485,19,1
301672548,23,1
301672854,19,1
301674258,19,1
301674582,23,7
301674825,21,3
301675284,25,17
301675428,25,8
301675842,23,1
301678245,25,3
301678452,23,2
301678524,23,5
301682457,23,2
301682574,21,1
301682745,19,1
301684275,17,1
301684527,25,8
301684752,17,1
301685247,23,4
301685472,25,6
301685724,21,2
301687254,23,4
301687425,27,10
301687542,25,10
301724586,21,2
301724658,17,1
301724865,19,1
301725468,21,2
301725684,23,2
301725846,23,2
301726485,25,4
301726548,21,1
301726854,23,5
301728456,27,15
301728564,25,11
301728645,23,11
301742568,23,3
301742685,17,1
301742856,23,4
301745286,21,2
301745628,21,2
301745862,21,1
301746258,25,6
301746582,23,4
301746825,21,2
301748265,21,3
301748526,23,4
301748652,19,2
301752486,21,2
301752648,21,2
301752864,19,1
301754268,21,1
301754682,21,2
301754826,19,1
301756284,23,1
301756428,25,8
301756842,25,17
301758246,25,8
301758462,23,3
301758624,21,1
301762458,23,2
301762584,19,1
301762845,19,1
301764285,19,1
301764528,21,3
301764852,21,4
301765248,25,8
301765482,25,8
301765824,23,2
301768254,21,1
301768425,25,5
301768542,23,9
301782465,19,1
301782546,21,1
301782654,17,1
301784256,19,1
301784562,19,1
301784625,17,2
301785264,21,1
301785426,21,2
301785642,21,2
301786245,23,2
301786452,23,2
301786524,21,4
301824567,23,4
301824675,19,1
301824756,19,1
301825476,17,1
301825647,21,2
301825764,19,1
301826457,23,2
301826574,21,1
301826745,23,3
301827465,23,5
301827546,23,3
301827654,19,2
301842576,19,1
301842657,21,1
